name,09/30/2023,09/30/2022,09/30/2021,09/30/2020,09/30/2019,09/30/2018,09/30/2017,09/30/2016,09/30/2015,09/30/2014,09/30/2013,09/30/2012,09/30/2011,09/30/2010,09/30/2009,09/30/2008,09/30/2007,09/30/2006,09/30/2005,09/30/2004,09/30/2003,09/30/2002,09/30/2001,09/30/2000,09/30/1999,09/30/1998,09/30/1997,09/30/1996,09/30/1995,09/30/1994,09/30/1993,09/30/1992,09/30/1991,09/30/1990,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
		CurrentDebtAndCapitalLeaseObligation,"4,330,000,000","3,070,000,000","5,866,000,000","5,711,000,000","8,857,000,000","3,790,000,000","6,172,000,000","3,687,000,000","4,563,000,000","2,164,000,000","1,512,000,000","3,614,000,000","3,055,000,000","2,350,000,000","1,206,000,000","3,529,000,000","3,280,000,000","2,682,000,000","2,310,000,000","4,093,000,000","2,457,000,000","1,663,000,000","829,000,000","2,502,000,000","2,415,000,000","2,123,000,000","897,000,000","4,304,000,000",,"117,600,000",,"181,400,000","128,900,000","337,300,000","513,800,000",,,,
			CurrentDebt,"4,330,000,000","3,070,000,000","5,866,000,000","5,711,000,000","8,857,000,000","3,790,000,000","6,172,000,000","3,687,000,000","4,563,000,000","2,164,000,000","1,512,000,000","3,614,000,000","3,055,000,000","2,350,000,000","1,206,000,000","3,529,000,000","3,280,000,000","2,682,000,000","2,310,000,000","4,093,000,000","2,457,000,000","1,663,000,000","829,000,000","2,502,000,000","2,415,000,000","2,123,000,000","897,000,000","4,304,000,000",,"117,600,000",,"181,400,000","128,900,000","337,300,000","513,800,000",,,,
		CurrentDeferredLiabilities,"6,138,000,000","5,790,000,000","4,317,000,000","4,116,000,000","4,722,000,000","4,591,000,000","4,568,000,000","4,025,000,000","3,927,000,000","3,533,000,000","3,389,000,000","2,806,000,000","2,671,000,000","2,541,000,000","2,112,000,000","2,082,000,000",,,,,,,,,,,,,,,,,,,,,,,
			CurrentDeferredRevenue,"6,138,000,000","5,790,000,000","4,317,000,000","4,116,000,000","4,722,000,000","4,591,000,000","4,568,000,000","4,025,000,000","3,927,000,000","3,533,000,000","3,389,000,000","2,806,000,000","2,671,000,000","2,541,000,000","2,112,000,000","2,082,000,000",,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentLiabilities,"6,138,000,000","5,790,000,000","4,317,000,000","4,116,000,000","4,722,000,000","4,591,000,000","4,568,000,000","4,025,000,000",,,,,"348,000,000","212,000,000",,"2,082,000,000","2,162,000,000","1,611,000,000","1,519,000,000","1,343,000,000","2,117,000,000","2,336,000,000","1,568,000,000","1,622,000,000","1,664,000,000","1,610,000,000","631,000,000","582,000,000","200,000,000","267,400,000","291,000,000","381,000,000","296,200,000","200,300,000","250,900,000",,,,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"61,428,000,000","66,180,000,000","70,308,000,000","77,409,000,000","59,791,000,000","26,783,000,000","30,042,000,000","27,868,000,000","23,193,000,000","22,671,000,000","21,387,000,000","20,127,000,000","20,583,000,000","18,864,000,000","18,758,000,000","17,239,000,000","17,489,000,000","16,625,000,000","16,532,000,000","15,964,000,000","17,100,000,000","18,347,000,000","14,736,000,000","12,169,000,000","14,997,000,000","14,465,000,000","14,936,000,000","9,960,000,000","4,912,000,000","4,458,200,000","3,899,500,000","3,802,800,000","3,698,300,000","2,838,000,000","1,837,100,000","2,749,600,000","1,960,900,000","1,702,300,000","1,712,400,000"
		LongTermDebtAndCapitalLeaseObligation,"45,565,000,000","48,538,000,000","51,769,000,000","55,828,000,000","38,129,000,000","17,084,000,000","19,119,000,000","16,483,000,000","12,773,000,000","12,631,000,000","12,776,000,000","10,981,000,000","11,210,000,000","10,354,000,000","11,721,000,000","11,351,000,000","12,166,000,000","10,843,000,000","10,157,000,000","9,395,000,000","10,643,000,000","12,467,000,000","8,940,000,000","6,959,000,000","9,278,000,000","9,562,000,000","10,171,000,000","8,038,000,000","2,984,000,000","2,819,300,000","2,385,800,000","2,041,000,000","2,084,900,000","1,247,300,000","346,800,000","423,800,000","529,500,000","540,000,000","823,100,000"
			LongTermDebt,"42,101,000,000","45,299,000,000","48,540,000,000","52,917,000,000","38,129,000,000","17,084,000,000","19,119,000,000","16,483,000,000","12,773,000,000","12,631,000,000","12,776,000,000","10,697,000,000","10,922,000,000","10,130,000,000","11,495,000,000","11,110,000,000","11,892,000,000","10,843,000,000","10,157,000,000","9,395,000,000","10,643,000,000","12,467,000,000","8,940,000,000","6,959,000,000","9,278,000,000","9,562,000,000","10,171,000,000","8,038,000,000","2,984,000,000","2,819,300,000","2,385,800,000","2,041,000,000","2,084,900,000","1,247,300,000","346,800,000","423,800,000","529,500,000","540,000,000","823,100,000"
			LongTermCapitalLeaseObligation,"3,464,000,000","3,239,000,000","3,229,000,000","2,911,000,000",,,,,,,"274,000,000","284,000,000","288,000,000","224,000,000","226,000,000","241,000,000","274,000,000",,,"339,000,000",,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"7,258,000,000","8,363,000,000","7,246,000,000","7,288,000,000","7,902,000,000","3,109,000,000","4,480,000,000","3,679,000,000","4,051,000,000","4,098,000,000","4,050,000,000","2,526,000,000","3,099,000,000","2,874,000,000","2,069,000,000","2,670,000,000","2,573,000,000","2,651,000,000","2,430,000,000","2,950,000,000","2,712,000,000","2,597,000,000","2,729,000,000","2,833,000,000","2,660,000,000","2,488,000,000","2,161,000,000","743,000,000","1,067,000,000","939,000,000","673,000,000","889,000,000","753,900,000","748,800,000","577,600,000",,,,
			NonCurrentDeferredTaxesLiabilities,"7,258,000,000","8,363,000,000","7,246,000,000","7,288,000,000","7,902,000,000","3,109,000,000","4,480,000,000","3,679,000,000","4,051,000,000","4,098,000,000","4,050,000,000","2,251,000,000","2,866,000,000","2,630,000,000","1,819,000,000","2,350,000,000","2,573,000,000","2,651,000,000","2,430,000,000","2,950,000,000","2,712,000,000","2,597,000,000","2,729,000,000","2,833,000,000","2,660,000,000","2,488,000,000","2,161,000,000","743,000,000","1,067,000,000","939,000,000","673,000,000","889,000,000","753,900,000","748,800,000","577,600,000",,,,
			NonCurrentDeferredRevenue,,,,,,,,,,,"298,000,000","275,000,000","233,000,000","244,000,000","250,000,000","320,000,000",,,,,,,,,,,,,,,,,,,,,,,
		EmployeeBenefits,,"1,940,000,000","4,132,000,000","6,451,000,000","4,783,000,000","2,712,000,000","3,281,000,000","5,184,000,000","3,940,000,000","3,481,000,000","2,091,000,000","4,828,000,000","4,223,000,000","3,378,000,000","3,069,000,000","1,157,000,000",,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentPensionAndOtherPostretirementBenefitPlans,,"1,940,000,000","4,132,000,000","6,451,000,000","4,783,000,000","2,712,000,000","3,281,000,000","5,184,000,000","3,940,000,000","3,481,000,000","2,091,000,000","4,828,000,000","4,223,000,000","3,378,000,000","3,069,000,000","1,157,000,000",,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,,,"9,213,000,000","9,249,000,000","8,963,000,000","1,123,000,000","1,148,000,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentLiabilities,"8,605,000,000","9,279,000,000","7,161,000,000","7,842,000,000","8,977,000,000","3,878,000,000","3,162,000,000","2,522,000,000","2,429,000,000","2,461,000,000","2,470,000,000","1,792,000,000","2,051,000,000","2,258,000,000","1,899,000,000","2,061,000,000","2,750,000,000","3,131,000,000","3,945,000,000","3,619,000,000","3,745,000,000","3,283,000,000","3,067,000,000","2,377,000,000","3,059,000,000","2,415,000,000","2,604,000,000","1,179,000,000","861,000,000","699,900,000","840,700,000","872,800,000","859,500,000","841,900,000","912,700,000","2,325,800,000","1,431,400,000","1,162,300,000","889,300,000"
TotalEquityGrossMinorityInterest,"113,012,000,000","108,378,000,000","102,224,000,000","97,512,000,000","102,852,000,000","53,955,000,000","46,152,000,000","47,323,000,000","48,655,000,000","48,178,000,000","48,150,000,000","41,958,000,000","39,453,000,000","39,342,000,000","35,425,000,000","33,667,000,000","32,048,000,000","33,163,000,000","27,458,000,000","26,879,000,000","24,219,000,000","23,879,000,000","23,054,000,000","24,456,000,000","20,975,000,000","19,388,000,000","17,285,000,000","16,086,000,000","6,651,000,000","5,508,300,000","5,030,500,000","4,704,600,000","3,871,300,000","3,488,600,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
	StockholdersEquity,"99,277,000,000","95,008,000,000","88,553,000,000","83,583,000,000","88,877,000,000","48,773,000,000","41,315,000,000","43,265,000,000","44,525,000,000","44,958,000,000","45,429,000,000","39,759,000,000","37,385,000,000","37,519,000,000","33,734,000,000","32,323,000,000","30,753,000,000","31,820,000,000","26,210,000,000","26,081,000,000","23,791,000,000","23,445,000,000","22,672,000,000","24,100,000,000","20,975,000,000","19,388,000,000","17,285,000,000","16,086,000,000","6,651,000,000","5,508,300,000","5,030,500,000","4,704,600,000","3,871,300,000","3,488,600,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
		CapitalStock,"57,383,000,000","56,398,000,000","55,471,000,000","54,497,000,000","53,907,000,000","36,779,000,000","36,248,000,000","35,859,000,000","35,122,000,000","34,301,000,000","33,440,000,000","31,731,000,000","30,296,000,000","28,736,000,000","27,038,000,000","26,546,000,000","24,207,000,000","22,377,000,000","13,288,000,000","12,447,000,000","12,154,000,000","12,107,000,000","12,096,000,000","9,920,000,000","9,324,000,000","8,995,000,000",,,,,,,,,,,,,
			PreferredStock,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,
			CommonStock,"57,383,000,000","56,398,000,000","55,471,000,000","54,497,000,000","53,907,000,000","36,779,000,000","36,248,000,000","35,859,000,000","35,122,000,000","34,301,000,000","33,440,000,000","31,731,000,000","30,296,000,000","28,736,000,000","27,038,000,000","26,546,000,000","24,207,000,000","22,377,000,000","13,288,000,000","12,447,000,000","12,154,000,000","12,107,000,000","12,096,000,000","9,920,000,000","9,324,000,000","8,995,000,000",,,,,,,,,,,,,
		RetainedEarnings,"46,093,000,000","43,636,000,000","40,429,000,000","38,315,000,000","42,494,000,000","82,679,000,000","72,606,000,000","66,088,000,000","59,028,000,000","53,734,000,000","47,758,000,000","42,965,000,000","38,375,000,000","34,327,000,000","31,033,000,000","28,413,000,000","24,805,000,000","20,630,000,000","17,775,000,000","15,732,000,000","13,817,000,000","12,979,000,000","12,171,000,000","12,767,000,000","12,281,000,000","10,981,000,000","9,543,000,000","7,933,000,000","6,990,000,000","5,790,300,000","4,833,100,000","4,661,900,000","3,950,500,000","3,401,100,000","2,651,200,000","2,009,700,000","1,538,200,000","1,135,500,000","929,200,000"
		TreasuryStock,"907,000,000","907,000,000","907,000,000","907,000,000","907,000,000","67,588,000,000","64,011,000,000","54,703,000,000","47,204,000,000","41,109,000,000","34,582,000,000","31,671,000,000","28,656,000,000","23,663,000,000","22,693,000,000","22,555,000,000","18,102,000,000","11,179,000,000","4,281,000,000","1,862,000,000","1,527,000,000","1,395,000,000","1,395,000,000","689,000,000","605,000,000","593,000,000",,,,,,,,,,,,,
		GainsLossesNotAffectingRetainedEarnings,"-3,292,000,000","-4,119,000,000","-6,440,000,000","-8,322,000,000","-6,617,000,000","-3,097,000,000","-3,528,000,000","-3,979,000,000","-2,421,000,000","-1,968,000,000","-1,187,000,000","-3,266,000,000","-2,630,000,000","-1,881,000,000","-1,644,000,000","-81,000,000","-157,000,000","-8,000,000","-572,000,000","-236,000,000","-653,000,000","-246,000,000","-200,000,000","2,102,000,000","-25,000,000","5,000,000",,,,,,,,,,,,,
			ForeignCurrencyTranslationAdjustments,,,,,,,,,,,,,,,,"137,000,000","164,000,000",,,"86,000,000","63,000,000",,,,"-25,000,000","13,000,000",,,,,,,,,,,,,
			OtherEquityAdjustments,"-3,292,000,000","-4,119,000,000","-6,440,000,000","-8,322,000,000","-6,617,000,000","-3,097,000,000","-3,528,000,000","-3,979,000,000","-2,421,000,000","-1,968,000,000","-1,187,000,000","-3,266,000,000",,,,"-218,000,000","-321,000,000",,,"-322,000,000","-716,000,000",,,,,"-8,000,000",,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,"8,407,000,000","7,742,000,000","8,153,000,000","-339,000,000","-282,000,000","197,400,000","42,700,000","-79,200,000","87,500,000","392,800,000","349,600,000","307,200,000","283,200,000","255,700,000"
	MinorityInterest,"13,735,000,000","13,370,000,000","13,671,000,000","13,929,000,000","13,975,000,000","5,182,000,000","4,837,000,000","4,058,000,000","4,130,000,000","3,220,000,000","2,721,000,000","2,199,000,000","2,068,000,000","1,823,000,000","1,691,000,000","1,344,000,000","1,295,000,000","1,343,000,000","1,248,000,000","798,000,000","428,000,000","434,000,000","382,000,000","356,000,000",,,,,,,,,,,,,,,
TotalCapitalization,"141,378,000,000","140,307,000,000","137,093,000,000","136,500,000,000","127,006,000,000","65,857,000,000","60,434,000,000","59,748,000,000","57,298,000,000","57,589,000,000","58,205,000,000","50,456,000,000","48,307,000,000","47,649,000,000","45,229,000,000","43,433,000,000","42,645,000,000","42,663,000,000","36,367,000,000","35,476,000,000","34,434,000,000","35,912,000,000","31,612,000,000","31,059,000,000","30,253,000,000","28,950,000,000","27,456,000,000","24,124,000,000","9,635,000,000","8,327,600,000","7,416,300,000","6,745,600,000","5,956,200,000","4,735,900,000","3,390,800,000","2,783,100,000","2,374,900,000","1,958,700,000","2,008,000,000"
CommonStockEquity,"99,277,000,000","95,008,000,000","88,553,000,000","83,583,000,000","88,877,000,000","48,773,000,000","41,315,000,000","43,265,000,000","44,525,000,000","44,958,000,000","45,429,000,000","39,759,000,000","37,385,000,000","37,519,000,000","33,734,000,000","32,323,000,000","30,753,000,000","31,820,000,000","26,210,000,000","26,081,000,000","23,791,000,000","23,445,000,000","22,672,000,000","24,100,000,000","20,975,000,000","19,388,000,000","17,285,000,000","16,086,000,000","6,651,000,000","5,508,300,000","5,030,500,000","4,704,600,000","3,871,300,000","3,488,600,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
CapitalLeaseObligations,"3,464,000,000","3,239,000,000","3,229,000,000","2,911,000,000",,,,,,,"274,000,000","284,000,000","288,000,000","224,000,000","226,000,000","241,000,000","274,000,000",,,"339,000,000",,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"9,149,000,000","2,274,000,000","-6,633,000,000","-13,279,000,000","-14,631,000,000","10,692,000,000","2,894,000,000","8,506,000,000","9,527,000,000","9,643,000,000","10,735,000,000","9,634,000,000","8,119,000,000","8,338,000,000","9,804,000,000","8,430,000,000","1,051,000,000","1,173,000,000","1,078,000,000","6,300,000,000","4,039,000,000","3,586,000,000","7,830,000,000","7,983,000,000","5,280,000,000","3,619,000,000","1,274,000,000","-1,892,000,000","6,651,000,000","5,508,300,000","5,030,500,000","4,704,600,000","3,871,300,000","3,488,600,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
WorkingCapital,"1,624,000,000","25,000,000","2,580,000,000","8,623,000,000","-3,217,000,000","-1,035,000,000","-3,706,000,000","124,000,000","424,000,000","1,877,000,000","2,405,000,000","896,000,000","1,669,000,000","1,225,000,000","2,955,000,000","75,000,000","-77,000,000","-648,000,000","-323,000,000","-1,690,000,000","-355,000,000","30,000,000","585,000,000","-839,000,000","2,493,000,000","1,850,000,000","1,377,000,000","-1,740,000,000","3,616,000,000","2,585,300,000","2,790,500,000","2,339,700,000","1,249,400,000","832,900,000","399,800,000","0","0","0","0"
InvestedCapital,"145,708,000,000","143,377,000,000","142,959,000,000","142,211,000,000","135,863,000,000","69,647,000,000","66,606,000,000","63,435,000,000","61,861,000,000","59,753,000,000","59,717,000,000","54,070,000,000","51,362,000,000","49,999,000,000","46,435,000,000","46,962,000,000","45,925,000,000","45,345,000,000","38,677,000,000","39,569,000,000","36,891,000,000","37,575,000,000","32,441,000,000","33,561,000,000","32,668,000,000","31,073,000,000","28,353,000,000","28,428,000,000","9,635,000,000","8,445,200,000","7,416,300,000","6,927,000,000","6,085,100,000","5,073,200,000","3,904,600,000","2,783,100,000","2,374,900,000","1,958,700,000","2,008,000,000"
TangibleBookValue,"9,149,000,000","2,274,000,000","-6,633,000,000","-13,279,000,000","-14,631,000,000","10,692,000,000","2,894,000,000","8,506,000,000","9,527,000,000","9,643,000,000","10,735,000,000","9,634,000,000","8,119,000,000","8,338,000,000","9,804,000,000","8,430,000,000","1,051,000,000","1,173,000,000","1,078,000,000","6,300,000,000","4,039,000,000","3,586,000,000","7,830,000,000","7,983,000,000","5,280,000,000","3,619,000,000","1,274,000,000","-1,892,000,000","6,651,000,000","5,508,300,000","5,030,500,000","4,704,600,000","3,871,300,000","3,488,600,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
TotalDebt,"49,895,000,000","51,608,000,000","57,635,000,000","61,539,000,000","46,986,000,000","20,874,000,000","25,291,000,000","20,170,000,000","17,336,000,000","14,795,000,000","14,288,000,000","14,595,000,000","14,265,000,000","12,704,000,000","12,927,000,000","14,880,000,000","15,446,000,000","13,525,000,000","12,467,000,000","13,488,000,000","13,100,000,000","14,130,000,000","9,769,000,000","9,461,000,000","11,693,000,000","11,685,000,000","11,068,000,000","12,342,000,000","2,984,000,000","2,936,900,000","2,385,800,000","2,222,400,000","2,213,800,000","1,584,600,000","860,600,000","423,800,000","529,500,000","540,000,000","823,100,000"
NetDebt,"32,249,000,000","36,754,000,000","38,447,000,000","40,714,000,000","41,568,000,000","16,724,000,000","21,274,000,000","15,560,000,000","13,067,000,000","11,374,000,000","10,357,000,000","10,924,000,000","10,792,000,000","9,758,000,000","9,284,000,000","11,638,000,000","11,502,000,000","11,114,000,000","10,744,000,000","11,446,000,000","11,517,000,000","12,891,000,000","9,151,000,000","8,619,000,000","11,279,000,000","11,558,000,000","10,751,000,000","12,064,000,000","1,907,000,000","2,750,000,000","2,022,800,000","1,457,600,000","1,327,700,000","764,800,000","479,800,000","423,800,000","529,500,000","540,000,000","823,100,000"
ShareIssued,"1,849,000,000","1,800,000,000","1,837,000,000","1,826,063,365","1,800,000,000","2,900,000,000","2,900,000,000","2,900,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,700,000,000","2,700,000,000","2,600,000,000","2,600,000,000","1,962,200,000","2,064,000,000","2,007,200,000","2,054,584,875","2,013,300,000","2,018,600,000","2,018,600,000","2,114,300,000","2,071,000,000","2,071,000,000","2,024,999,973","2,024,024,000","1,574,775,000","1,573,874,000","1,608,108,000","1,574,775,000","1,563,964,000","1,583,183,000","1,625,225,000","1,600,000,000","1,581,982,000","1,569,970,000","1,554,066,000"
OrdinarySharesNumber,"1,830,000,000","1,781,000,000","1,818,000,000","1,807,063,365","1,781,000,000","1,500,000,000","1,500,000,000","1,600,000,000","1,600,000,000","1,700,000,000","1,800,000,000","1,800,000,000","1,762,200,000","1,896,900,000","1,818,300,000","1,822,900,000","1,962,200,000","2,064,000,000","2,007,200,000","2,054,584,875","2,013,300,000","2,018,600,000","2,018,600,000","2,114,300,000","2,071,000,000","2,071,000,000","2,024,999,973","2,024,024,000","1,574,775,000","1,573,874,000","1,608,108,000","1,574,775,000","1,563,964,000","1,583,183,000","1,625,225,000","1,600,000,000","1,581,982,000","1,569,970,000","1,554,066,000"
TreasurySharesNumber,"19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","1,400,000,000","1,400,000,000","1,300,000,000","1,200,000,000","1,100,000,000","1,000,000,000","1,000,000,000","937,800,000","803,100,000","781,700,000","777,100,000",,,,,,,,,,,,,,,,,,,,,,,